date,time,line,start,stop,E,N,F,old_age_seat,is_empty,Female,Male,isempty_station,child,teenage,Youth,middle_age,old_age,badge,pregnant,heavy,cellphone,thinking,sleep,earphone,talking,calling,reading,makeup,eating,writing
2019. 8. 12.,21:57:00,10,왕십리,야탑,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 12.,21:59:00,10,왕십리,야탑,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,22:11:00,10,왕십리,야탑,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 12.,22:20:00,10,왕십리,야탑,0,0,1,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,21:24:00,6,공덕,동묘앞,1,0,0,0,1,,,10,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:25:00,6,공덕,동묘앞,1,0,0,0,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,21:42:00,6,동묘앞,화랑대,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 12.,21:42:00,6,동묘앞,돌곶이,0,1,0,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 12.,21:56:00,6,돌곶이,화랑대,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:36:00,7,신중동,온수,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:36:00,7,신중동,온수,0,1,0,1,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 12.,8:49:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:49:00,1,온수,개봉,0,1,0,1,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:54:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:14:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 12.,9:14:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,18:13:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,18:13:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 12.,18:34:00,1,신길,온수,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,18:34:00,1,신길,온수,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,19:00:00,7,온수,신중동,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,19:00:00,7,온수,신중동,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,8:00:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2019. 8. 13.,8:00:00,1,병점,신길,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,8:21:00,1,병점,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019. 8. 13.,8:24:00,1,수원,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:24:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:28:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:32:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,8:46:00,1,독산,가산디지털단지,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:49:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,8:59:00,1,수원,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:59:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,9:11:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,9:12:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,9:10:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,9:10:00,5,신길,공덕,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,9:18:00,5,마포,공덕,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:42:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,8:42:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:13:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 13.,9:28:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:28:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,9:40:00,5,종로3가,공덕,1,0,0,1,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,9:44:00,5,왕십리,공덕,1,0,0,0,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:47:00,5,왕십리,공덕,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2019. 8. 13.,9:01:00,6,불광,새절,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,9:01:00,6,불광,새절,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,9:13:00,6,새절,마포구청,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:13:00,6,새절,마포구청,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,9:21:00,6,마포구청,공덕,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 13.,9:21:00,6,마포구청,공덕,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 13.,18:56:00,5,공덕,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,18:57:00,5,공덕,신길,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,19:13:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,19:25:00,1,신길,병점,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,19:45:00,1,금정,화서,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:05:00,1,신길,병점,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,20:07:00,1,신길,병점,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 13.,20:55:00,5,공덕,신길,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:55:00,5,공덕,신길,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:09:00,1,신길,수원,0,0,1,1,0,0,1,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2019. 8. 13.,21:09:00,1,신길,신도림,0,0,1,1,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:15:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,21:24:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,21:24:00,1,독산,안양,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:33:00,1,관악,안양,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:36:00,1,신길,수원,0,0,1,1,0,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2019. 8. 13.,21:36:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,20:55:00,5,공덕,왕십리,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,20:55:00,5,공덕,왕십리,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019. 8. 13.,20:59:00,5,서대문,행당,0,1,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:04:00,5,종로3가,왕십리,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:15:00,5,공덕,왕십리,0,0,1,0,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,21:23:00,10,왕십리,선릉,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:23:00,10,왕십리,압구정로데오,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:29:00,10,왕십리,야탑,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,21:30:00,10,왕십리,야탑,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,21:34:00,10,왕십리,야탑,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,20:50:00,6,공덕,불광,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:50:00,6,공덕,합정,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,21:03:00,6,합정,증산,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,21:11:00,6,증산,불광,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:40:00,6,화랑대,태릉입구,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:40:00,6,화랑대,태릉입구,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:41:00,6,태릉입구,한강진,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:41:00,6,태릉입구,공덕,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2019. 8. 13.,9:07:00,6,한강진,공덕,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:36:00,6,공덕,삼각지,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,20:36:00,6,공덕,삼각지,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 13.,20:38:00,6,삼각지,동묘앞,1,0,0,0,1,,,8,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:38:00,6,삼각지,화랑대,1,0,0,0,1,,,18,,,,,,,,,,,,,,,,,,
2019. 8. 13.,20:52:00,6,동묘앞,고려대,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019. 8. 13.,21:00:00,6,고려대,화랑대,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 13.,8:46:00,7,신중동,온수,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,8:46:00,7,신중동,온수,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,9:05:00,1,온수,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:05:00,1,온수,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:13:00,1,온수,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,9:25:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 13.,9:25:00,5,신길,공덕,0,1,0,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,18:53:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,18:53:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,18:58:00,5,여의나루,신길,0,1,0,1,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 13.,19:08:00,1,신길,온수,0,1,0,0,0,1,0,,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,19:08:00,1,신길,온수,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,19:16:00,1,구로,온수,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,19:16:00,1,신길,온수,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 13.,19:36:00,7,온수,신중동,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 13.,19:36:00,7,온수,신중동,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:30:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,8:30:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,8:37:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,8:53:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,8:56:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:59:00,10,압구정로데오,왕십리,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:10:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,9:10:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019. 8. 14.,9:20:00,5,을지로4가,공덕,1,0,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:26:00,5,광화문,공덕,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:23:00,6,불광,합정,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:23:00,6,불광,응암,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:36:00,6,응암,새절,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,9:43:00,6,새절,합정,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 14.,9:48:00,6,합정,광흥창,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,9:50:00,6,광흥창,공덕,0,1,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:00:00,1,병점,신길,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,8:00:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:09:00,1,병점,신길,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,8:37:00,1,수원,신길,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,8:37:00,1,수원,성균관대,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:43:00,1,수원,신길,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,8:52:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,9:06:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,9:07:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,9:08:00,5,신길,공덕,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,9:33:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,9:33:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,9:40:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:28:00,5,공덕,신길,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:28:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:47:00,1,신길,병점,0,0,1,0,0,0,1,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,18:48:00,1,신길,병점,0,0,1,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:47:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:47:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:26:00,5,공덕,신길,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:51:00,1,신길,병점,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,19:06:00,1,신길,병점,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2019. 8. 14.,19:14:00,1,신길,병점,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 14.,19:16:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,19:29:00,1,화서,병점,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:35:00,1,화서,수원,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:35:00,1,수원,병점,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:23:00,5,공덕,애오개,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:23:00,5,공덕,왕십리,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,18:26:00,5,공덕,왕십리,0,0,1,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,18:26:00,5,충정로,왕십리,0,0,1,1,1,,,9,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:54:00,10,왕십리,도곡,0,0,1,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:04:00,10,강남구청,도곡,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:10:00,10,왕십리,야탑,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019. 8. 14.,19:10:00,10,왕십리,야탑,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019. 8. 14.,19:26:00,10,태평,모란,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:29:00,10,왕십리,야탑,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,18:48:00,6,공덕,합정,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:48:00,6,공덕,합정,0,1,0,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:56:00,6,합정,증산,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:56:00,6,합정,증산,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,19:12:00,6,새절,불광,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 14.,19:12:00,6,증산,불광,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 14.,8:27:00,7,신중동,온수,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,8:27:00,7,신중동,온수,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,8:40:00,1,온수,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,8:40:00,1,온수,신길,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2019. 8. 14.,9:03:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,9:03:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,9:06:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 14.,9:08:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:22:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:22:00,5,공덕,여의도,0,0,1,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 14.,18:30:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 14.,18:43:00,1,신길,온수,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,18:43:00,1,신길,온수,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,19:06:00,7,온수,신중동,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 14.,19:06:00,7,온수,신중동,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 15.,12:30:00,2,잠실,잠실새내,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 15.,12:30:00,2,잠실,선릉,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 15.,12:32:00,2,잠실새내,역삼,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 15.,12:38:00,2,선릉,역삼,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 15.,19:16:00,2,역삼,잠실새내,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 15.,19:16:00,2,역삼,잠실,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 15.,19:24:00,2,잠실새내,잠실,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 15.,14:39:00,1,중동,동암,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 15.,14:39:00,1,중동,주안,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2019. 8. 15.,14:52:00,1,중동,주안,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 16.,8:23:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 16.,8:23:00,1,수원,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 16.,8:16:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
